title;authors;editor;collection;synopsis;bonus_content;price;actors;country;age_rating;original_title;duration;production_year;EAN;availability;distributor;media_type;dvd_zone;format_tv;format_cinema;publication_date;audio_track;subtitle_track;image_URL;in_stock;category;subcategory;subcategory_genre_1;subcategory_genre_2;subcategory_genre_3;subcategory_genre_4
La Dernière balle à pile ou face;Piero Pierotti;Artus Films;Western Européen;Accusée du meurtre d'un banquier, la chanteuse Shanda manque de se faire lyncher par les membres d'une ligue de vertu. Alors que les autres filles du saloon se font passer à tabac, le shérif fait mettre Shanda à l'abri en dehors de la ville. Mais les deux hommes chargés de la mission la violent et la laisse pour morte dans le désert. Un hors-la-loi va la recueillir.;"Présentation du film par Curd Ridel
Galerie d'affiches et de photo
Bande-annonce originale";14.90 €;John Ericson,Spela Rozin,Franco Lantieri,Daniela Surina,Dada Gallotti,Loris Gizzi,Maria Teresa Piaggio,Pinuccio Ardia;Italie;Tous publics;Testa o croce;95 mn;1969;3760137632006;Disponible;ARCADES VIDEO;DVD;2;16/9 Anamorphique;2.35;7 juillet 2020;Audio : Français DD 2.0, Italien DD 2.0;Sous-titrage : Français;https://images.epagine.fr/006/3760137632006_vid.jpg;En stock;Cinéma;Long métrage;Western;;;
Le Sillage de la violence;Robert Mulligan;Rimini Editions;;Un long voyage en car conduit Georgette Thomas et sa fille à Columbus, petite ville du Texas. Elle vient y retrouver son mari Henry, libéré sur parole, après avoir purgé une peine de prison. Henry partage sa vie entre un travail d'homme à tout faire le jour et des concerts dans des cabarets la nuit. Souvent, alcool et violence sont au rendez-vous.;"Contient :
- le DVD du film en version originale
- le DVD du film en version Française
Boîtier DVD avec fourreau

Interview de Nachiketas Wignesan, professeur d'Université, critique de cinéma";14.90 €;Lee Remick,Steve Mcqueen (i),Don Murray,Paul Fix,Josephine Hutchinson,Ruth White,Charles Watts,Carol Veazie;USA;Tous publics;Baby the Rain Must Fall;96 mn;1965;3760233155621;Disponible;ARCADES VIDEO;DVD;2;16/9 Anamorphique;1.85;7 juillet 2020;Audio : Français DD 2.0mono, Anglais DD 2.0mono;Sous-titrage : Français;https://images.epagine.fr/621/3760233155621_vid.jpg;En stock;Cinéma;Long métrage;Drame;;;
Artistes de la vie;Pierre Westelynck;Kamea Meah;;Nous sommes de plus en plus nombreux à avoir envie de contribuer au bien commun. L'association “On Passe à l'Acte” est partie à la rencontre de celles et ceux qui ont trouvé leur place dans le monde. Passionnés et inspirants, ils ont inventé un métier en phase avec leur raison d'être et contribuent à bâtir un monde plus équilbré. Leur témoignage donne un courage énorme pour agir et participer aux mutations en cours en devenant “artistes” de nos vies. Et si les crises en cours pouvaient être dépassées en révélant notre potentiel et en oeuvrant pour l'harmonie ?;Interviews en version longues;19.90 €;Frédéric Lenoir,Bernard Ronot,Frédérique Bedos;France;Tous publics;Artistes de la vie;73 mn;2019;3760244610058;Disponible;ARCADES VIDEO;DVD;2;16/9 Anamorphique;;7 juillet 2020;Audio : Français DD 2.0;;https://images.epagine.fr/058/3760244610058_vid.jpg;En stock;Documentaire;Documentaire;Economie / Société;;;
Daniel Darc;Marc Dufaud,Thierry Villeneuve;UFO Distribution;;"Chanteur de Taxi Girl, groupe culte des années 80 à l'aura sombre et romantique, Daniel Darc allait rapidement susciter toutes sortes de légendes urbaines. Les années 90 passent et sa trace se perd… Il faudra attendre 2004 et le miraculeux retour avec ""Crève coeur"" pour qu'il retrouve le succès, jamais démenti, jusqu'à sa disparition prématurée, ce 28 février 2013. A travers des images inédites et intimes filmées pendant 25 ans, Daniel Darc, Pieces Of My Life témoigne de sa façon de vivre, avec ses moments de fulgurance et d'excès, ses solitudes, ses errances et ses abîmes.";"Daniel Darc Live 2008 Paléo Festival Nyon : Jamais Jamais
Festival des Vieilles charrues :
- LUV
- La main au coeur
Daniele Darc et Frédéric Lo en répétition :
- Je me souviens, je me rappelle
- Elégie
Clip : La parenthèse enchantée";19.90 €;Daniel Darc,Georges Betzounis,Frédéric Lo;France;Tous publics;Daniel Darc;101 mn;2019;3770000655452;Disponible;ARCADES VIDEO;DVD;2;16/9 Anamorphique;1.85;7 juillet 2020;Audio : Français DD 5.1, Français DD 2.0;Sous-titrage : Anglais;https://images.epagine.fr/452/3770000655452_vid.jpg;En stock;Documentaire;Documentaire;Arts / Culture;Biopic;;
La Dernière vie de Simon;Léo Karmann;Jour2Fête;;Simon a huit ans, il est orphelin. Son rêve est de trouver une famille prête à l'accueillir. Mais Simon n'est pas un enfant comme les autres, il a un pouvoir secret : il est capable de prendre l'apparence de chaque personne qu'il a déjà touchée... Et vous, qui seriez-vous si vous pouviez vous transformer ?;"Entretien avec Léo Karmann (réalisateur, scénariste) et Sabrina B. Karine (co-scénariste)
Entretien avec Erwann Chandon (compositeur de la bande originale)
Making of
Scènes coupées";19.90 €;Benjamin Voisin,Martin Karmann,Camille Claris,Nicolas Wanczycki,Julie-Anne Roth,Albert Geffrier,Simon Susset,Vicki Andren;"Belgique;France";Tous publics;La Dernière vie de Simon;103 mn;2019;3545020069608;Disponible;ARCADES VIDEO;DVD;2;16/9 Anamorphique;;7 juillet 2020;Audio : Français DD 5.1, Français DD 2.0;Sous-titrage : Français;https://images.epagine.fr/608/3545020069608_vid.jpg;En stock;Cinéma;Long métrage;Fantastique;;;
Soulier de satin;Yves-André Hubert;INA;;"Dans cette oeuvre majeure de Paul Claudel, ""la scène est le monde"". Tour à tour dramatique et mystique, poétique et comique, lyrique et familier, Le Soulier de satin constitue une somme extraordinaire et foisonnante. L'action se déroule sur vingt ans au temps des conquêtes espagnoles. Rodrigue, le héros, est passionnément amoureux d'une femme mariée, Prouhèze, à laquelle il devra renoncer. Celle-ci, après la mort de son mari, épousera Don Camille, un officier qui la tient à sa merci, et refusera de se donner à Rodrigue, à la fois pour ne pas être infidèle au sacrement du mariage et pour ne pas décevoir la passion d'un amant dont le désir infini ne saurait tolérer de limites humaines. Créée pour la Cour d'honneur du Palais des Papes au festival d'Avignon en 1987, cette première mise en scène du texte intégral du Soulier de satin a été donnée au Théâtre de Chaillot puis en tournée dans quelques villes en 1988. Elle n'a ensuite jamais été reprise.
        Lire la suite
        Fermer";"La présentation d'Antoine Vitez
La pièce au Festival d'Avignon (interview d'Antoine Vitez, de Ludmila Mikaël et de Robin Renucci)
A propos de la mise en scène et du décor (interview d'Antoine Vitez et de Yannis Kokkos)
La Scène de L'Ange Gardien avec Ludmila Mikaël en 1969
Claudel et Le soulier de satin (documentaire de Pierre-André Boutang et Claude Mény)";39.90 €;Pierre Vial,Jeanne Vitez,Serge Maggiani,Antoine Vitez,Alexis Nitzer,Ludmila Mikaël,Robin Renucci,Anne Benoit,Redjep Mitrovitsa,Jean-Marie Winling;France;Tous publics;Soulier de satin;670 mn;1988;3545020069974;Disponible;ARCADES VIDEO;DVD;2;4/3;1.33;7 juillet 2020;Audio : Français DD 2.0mono;;https://images.epagine.fr/974/3545020069974_vid.jpg;En stock;Divertissement;Spectacle;Théâtre;;;
secret people;Dickinson Thorold;DORIANE;;Londres, dans les années 30. Après l'assassinat de leur père, une jeune fille réfugiée d'Europe centrale et sa soeur cadette se retouvent mêlées à un complot politique.;;19.90 €;Valentina Cortese,Audrey Hepburn,Serge Reggiani,Charles Goldner;ROYAUME UNI;TOUT PUBLIC;secret people;96 mn;;3700246909156;Disponible;ZALYS;DVD;2;;;1 juillet 2020;Audio : Anglais;Sous-titrage : Français;https://images.epagine.fr/156/3700246909156_vid.jpg;Sur commande;Cinéma;Long métrage;Drame;;;
L.627;Tavernier Bertrand;STUDIO CANAL;;Lucien Marquet, enquêteur de police de 35 ans, croit, contrairement à bon nombre de ses collègues, encore en son métier. A travers ses investigations, ses découragements et ses espoirs, l'évocation du milieu des policiers affectés aux brigades des stupéfiants.;;16.90 €;Didier Bezace,Jean-Roger Milo,Charlotte Kady;FRANCE;TOUT PUBLIC;L.627;145 mn;1992;5053083185329;Disponible;UNIVERSAL STUDIO CANAL VIDEO;BLU-RAY DISC;2;;;1 juillet 2020;;;https://images.epagine.fr/329/5053083185329_vid.jpg;En stock;Cinéma;Long métrage;Policier;Drame;Thriller;
Judy;Rupert Goold;Pathé;;"Hiver 1968. La légendaire Judy Garland débarque à Londres pour se produire à guichets fermés au Talk of the Town. Cela fait trente ans déjà qu'elle est devenue une star planétaire grâce au Magicien d'Oz. Judy a débuté son travail d'artiste à l'âge de deux ans, cela fait maintenant plus de quatre décennies qu'elle chante pour gagner sa vie. Elle est épuisée. Alors qu'elle se prépare pour le spectacle, qu'elle se bat avec son agent, charme les musiciens et évoque ses souvenirs entre amis , sa vivacité et sa générosité séduisent son entourage. Hantée par une enfance sacrifiée pour Hollywood, elle aspire à rentrer chez elle et à consacrer du temps à ses enfants. Aura-t-elle seulement la force d'aller de l'avant ?
        Lire la suite
        Fermer";"Boîtier DVD avec fourreau

Transformation Judy Garland (2')
Scènes coupées (8')
Making of (4')";19.90 €;Renée Zellweger,Jessie Buckley,Finn Wittrock,Rufus Sewell,Michael Gambon,Richard Cordery,Royce Pierreson,Darci Shaw,Andy Nyman,Bella Ramsey;"France;Royaume-Uni";Tous publics;Judy;;2019;3388337126431;Disponible;ESC DISTRIBUTION;DVD;2;16/9 Anamorphique;2.35;1 juillet 2020;Audio : Français DD 5.1, Anglais DD 5.1;Sous-titrage : Français;https://images.epagine.fr/431/3388337126431_vid.jpg;En stock;Cinéma;Long métrage;Biopic;Drame;;
Demain tous crétins ?;Sylvie Gilman,Thierry De Lestrade;ARTE ÉDITIONS;;"Baisse du QI, multiplication du nombre d'enfants atteints d'hyperactivité ou souffrant de troubles de l'apprentissage : les tests les plus sérieux révèlent ce qui paraissait inimaginable il y a 20 ans : le déclin des capacités intellectuelles humaines. Serions nous entrés dans une sorte ""d'évolution à l'envers"" ? La question est posée par d'éminents chercheurs. Au banc des accusés, les perturbateurs endocriniens qui ont envahi notre quotidien et menacent les cerveaux des bébés. Révélations sur un phénomène inquiétant. (et conseils pour protéger les générations futures !).";;14.90 €;;France;Tous publics;Demain tous crétins ?;56 mn;2017;3453270085982;Disponible;ARCADES VIDEO;DVD;2;16/9 Anamorphique;;1 juillet 2020;Audio : Français DD 2.0;;https://images.epagine.fr/982/3453270085982_vid.jpg;En stock;Documentaire;Documentaire;Economie / Société;Sciences / Médecine;;
Halloween - La nuit des masques;John Carpenter;ESC Editions;;La nuit d'Halloween 1963. Le jeune Michael Myers se précipite dans la chambre de sa soeur aînée et la poignarde sauvagement. Après son geste, Michael se mure dans le silence et est interné dans un asile psychiatrique. Quinze ans plus tard, il s'échappe de l'hôpital et retourne sur les lieux de son crime. Il s'en prend alors aux adolescent.e.s de la ville.;"Edition 40ème anniversaire, avec un nouveau master supervisé et validé par le directeur de la photo Dean Cundey et le réalisateur du film John Carpenter
Contient :
- le Blu-ray du film en version cinéma (91'15"")
- le DVD du film en version cinéma (89')
Boîtier Bmu-ray avec fourreau

Commentaire audio de Jamie Lee Curtis et John Carpenter (VOST)
Halloween par Pascal Laugier (HD, 20'06"", VF)
""La musique de Halloween"" par Julien Sévéon (HD, 15'09"", VF)
""Derrière le masque"" par Mathieu Turi (HD, 18'21"", VF)
Retour sur les lieux d'Halloween (SD, 17'45"", VOST)
Retour sur les 25 ans d'Halloween (SD, 83'18"", VOST)";24.90 €;Donald Pleasence,Jamie Lee Curtis,Nancy Kyes,P.j. Soles,Charles Cyphers,Kyle Richards,Nick Castle,Brian Andrews,John Michael Graham,Nancy Stephens,Arthur Malet;USA;Interdit aux moins de 12 ans;Halloween;91 mn;1978;3760247209372;Disponible;ESC DISTRIBUTION;Blu-ray;B;16/9 Natif;2.39;1 juillet 2020;Audio : Français DTSHD-MA 5.1, Anglais DTSHD-MA 7.1, Anglais DTSHD-MA 2.0mono, Français DTSHD-MA 2.0;Sous-titrage : Français;https://images.epagine.fr/372/3760247209372_vid.jpg;En stock;Cinéma;Long métrage;Horreur;;;
baron vampire - baron blood;Bava Mario;ESC Editions;;Le jeune Américain Peter Kleist vient de terminer ses études et revient sur la terre de ses origines, en Autriche. Son oncle, le docteur Karl Hummel, lui fait visiter le château de leurs ancêtres. L'un d'eux, Otto von Kleist, surnommé le Baron Vampire, a fait régner la terreur dans la région, attirant ses victimes dans une chambre de torture aménagée par ses soins. Ce dernier avait été promis à une mort violente, après avoir ordonné de brûler une sorcière en place publique...;"Nouveau master Haute Définition
Le film en 2 éditions :
- montage italien
- remontage américain avec la musique de Les Baxter
Contient :
- le Blu-ray du film
- le DVD du film
- un livret de 16 pages

Entretien autour du film avec un journaliste spécialisé";29.90 €;Joseph Cotten,Elke Sommer,Massimo Girotti;"Allemagne;Italie";Interdit aux moins de 12 ans;Gli orrori del castello di Norimberga;98 mn;1972;3760247201796;Disponible;ESC DISTRIBUTION;Blu-ray;B;16/9 Natif;1.85;1 juillet 2020;Audio : Français DTSHD-MA 2.0mono, Anglais DTSHD-MA 2.0mono, Italien DTSHD-MA 2.0;Sous-titrage : Français;https://images.epagine.fr/796/3760247201796_vid.jpg;En stock;Cinéma;Long métrage;Horreur;;;
Seules les bêtes;Dominik Moll;Blaq Out;;Une femme a disparu. Le lendemain d'une tempête de neige, sa voiture est retrouvée sur une route qui monte vers le plateau où subsistent quelques fermes isolées. Alors que les gendarmes n'ont aucune piste, cinq personnes se savent liées à cette disparition. Chacune a son secret, mais personne ne se doute que cette histoire a commencé loin de cette montagne balayée par les vents d'hiver, sur un autre continent où le soleil brûle, et où la pauvreté n'empêche pas le désir de dicter sa loi.;"Boîtier DVD avec fourreau

Scènes coupées
Documentaire";14.90 €;Denis Ménochet,Laure Calamy,Damien Bonnard,Nadia Tereszkiewicz,Bastien Bouillon,Valeria Bruni Tedeschi,Jenny Bellay,Fred Ulysse,Roland Plantin,Colin Niel,Nathalie Lopez;"Allemagne;France";Tous publics;Seules les bêtes;112 mn;2019;3760247209402;Disponible;ESC DISTRIBUTION;DVD;2;16/9 Anamorphique;2.35;1 juillet 2020;Audio : Français DD 5.1, Français DD 2.0, Audiodescription (po DD;Sous-titrage : Français;https://images.epagine.fr/402/3760247209402_vid.jpg;Sur commande;Cinéma;Long métrage;Policier;Drame;Thriller;
Une Créature de rêve;John Hughes;ESC Editions;;Deux lycéens pas populaires ne parviennent pas à être acceptés par leurs camarades (et surtout pas les filles) malgré tous leurs efforts. Ils créent alors un programme informatique qui donne naissance à la femme parfaite. Grâce à cette invention, ils retrouvent confiance en eux.;"Nouveau master Haute Définition
Boîtier DVD avec fourreau

""John Hughes"" : Entretien autour de la carrière du réalisateur
Bandes-annonces et Spots radios de l'époque";14.90 €;Anthony Michael Hall,Kelly Lebrock,Ilan Mitchell-Smith,Bill Paxton,Suzanne Snyder,Judie Aronson,Robert Downey Jr.,Robert Rusler,Vernon Wells,Britt Leach,Michael Berryman;USA;Tous publics;Weird Science;91 mn;1985;3760247209433;Disponible;ESC DISTRIBUTION;DVD;2;16/9 Anamorphique;1.85;1 juillet 2020;Audio : Français DD 5.1, Anglais DD 5.1;Sous-titrage : Français;https://images.epagine.fr/433/3760247209433_vid.jpg;En stock;Cinéma;Long métrage;Comédie;Fantastique;;
The Good Fight - Saison 3;Brooke Kennedy,Frederick E.o. Toye,Félix Enríquez Alcalá,Jim Mckay,Nelson Mccormick,Robert King,Tess Malone;CBS;;Les assassinats se multiplient à Chicago, la ville détient le record du plus haut taux de criminalité du pays. Diane, Lucca, Maia et le reste du cabinet d'avocats sont victimes de pression psychologique après qu'un client d'un autre cabinet ait tué son avocat pour surcharge de travail. Ils commencent à regarder leurs propres clients avec méfiance...;"Scènes coupées
Bêtisier";24.90 €;Christine Baranski,Rose Leslie,Cush Jumbo,Delroy Lindo,Sarah Steele,Nyambi Nyambi,Michael Boatman,Audra Mcdonald,Gary Cole;USA;Accord parental;The Good Fight;530 mn;2019;5053083213329;Disponible;UNIVERSAL STUDIO CANAL VIDEO;DVD;2;16/9 Anamorphique;2.35;1 juillet 2020;Audio : Français DD 5.1, Anglais DD 5.1, Allemand DD 5.1;Sous-titrage : Français, Anglais, Allemand;https://images.epagine.fr/329/5053083213329_vid.jpg;En stock;Série TV;Série-feuilleton;Dramatique;Judiciaire;;
Le Rythme de la vengeance;Reed Morano;Paramount Pictures;;Après la disparition de sa famille dans un accident d'avion, une femme, qui aurait du être à bord de l'appareil, tombe en dépression. Lorqu'elle réalise qu'il ne s'agissait pas d'un accident, elle part à la traque des responsables.;"Le parcours de Stéphanie
Scènes coupées et versions longues";14.90 €;Blake Lively,Jude Law,Max Casella,Sterling K. Brown,Daniel Mays,Richard Brake,Raza Jaffrey,Geoff Bell;Royaume-Uni;Interdit aux moins de 12 ans;The Rhythm Section;105 mn;2020;5053083213763;Disponible;UNIVERSAL STUDIO CANAL VIDEO;DVD;2;16/9 Anamorphique;2.39;1 juillet 2020;Audio : Français DD 5.1, Anglais DD 5.1, Italien DD 5.1, Espagnol DD 5.1;Sous-titrage : Français, Néerlandais, Italien, Espagnol;https://images.epagine.fr/763/5053083213763_vid.jpg;En stock;Cinéma;Long métrage;Thriller;Espionnage;;
